accepted_name,taxon_name,reported_names,genus,family,subfamily,taxon_rank,accepted_name_authorship,taxon_id,accepted_taxon_id,taxa_taxon_list_id,occurrence_count,location_count,location_ids,location_names,cd_nom,cd_ref,taxref_scientific_name,taxref_accepted_name,taxref_rank,taxref_family,taxref_order,taxref_status,taxref_vernacular_fr,taxref_match_type,taxref_match_note,inpn_url
Ourapteryx sambucaria,Ourapteryx sambucaria,Ourapteryx sambucaria,Ourapteryx,Geometridae,Ennominae,Species,"(LINNAEUS, 1758)",EBMSM0000000011152,EBMSM0000000011152,457384,2,2,396584 | 396800,Montmain 1 | Bure - Oeuf,249007,249007,"Ourapteryx sambucaria (Linnaeus, 1758)","Ourapteryx sambucaria (Linnaeus, 1758)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249007
Pachycnemia hippocastanaria,Pachycnemia hippocastanaria,Pachycnemia hippocastanaria,Pachycnemia,Geometridae,Ennominae,Species,"(HÜBNER, [1799])",EBMSM0000000011085,EBMSM0000000011085,457317,4,2,394742 | 397631,Vernay 1 | Vernay 2,248973,248973,"Pachycnemia hippocastanaria (Hübner, 1799)","Pachycnemia hippocastanaria (Hübner, 1799)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248973
Paradarisa consonaria,Paradarisa consonaria,Paradarisa consonaria,Paradarisa,Geometridae,Ennominae,Species,"(HÜBNER, [1799])",EBMSM0000000011464,EBMSM0000000011464,457696,5,5,395878 | 396022 | 396585 | 396800 | 397631,Piège 1 - boisement feuillus jeunes - Sauvagney | Remoray forêt2 oeufs | Montmain 2 | Bure - Oeuf | Vernay 2,248870,248870,"Paradarisa consonaria (Hübner, 1799)","Paradarisa consonaria (Hübner, 1799)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248870
Parectropis similaria,Parectropis similaria,Parectropis similaria,Parectropis,Geometridae,Ennominae,Species,"(HUFNAGEL, 1767)",EBMSM0000000011466,EBMSM0000000011466,457698,1,1,396585,Montmain 2,248869,248869,"Parectropis similaria (Hufnagel, 1767)","Parectropis similaria (Hufnagel, 1767)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248869
Pasiphila rectangulata,Pasiphila rectangulata,Pasiphila rectangulata,Pasiphila,Geometridae,Larentiinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012321,EBMSM0000000012321,458553,2,2,395441 | 396416,côte de Mancy (Lons-le-Saunier) | Varennes 2,248591,248591,"Pasiphila rectangulata (Linnaeus, 1758)","Pasiphila rectangulata (Linnaeus, 1758)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248591
Perconia strigillaria,Perconia strigillaria,Perconia strigillaria,Perconia,Geometridae,Ennominae,Species,"(HÜBNER, 1787)",EBMSM0000000011302,EBMSM0000000011302,457534,3,3,395764 | 395885 | 397620,Voutenay_Thalsansoeufs02 | Comolle 1 | Mesves_IDB1,248834,248834,"Perconia strigillaria (Hübner, 1787)","Perconia strigillaria (Hübner, 1787)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248834
Peribatodes rhomboidaria,Peribatodes rhomboidaria,Peribatodes rhomboidaria,Peribatodes,Geometridae,Ennominae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000011411,EBMSM0000000011411,457643,44,23,394742 | 395441 | 395447 | 395764 | 395768 | 395812 | 395813 | 395877 | 395886 | 396414 | 396416 | 396584 | 396585 | 396714 | 396715 | 396795 | 396800 | 397620 | 397624 | 397629 | 397630 | 397631 | 399051,Vernay 1 | côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay) | Voutenay_Thalsansoeufs02 | ZA 2 vide | La Truchère_dunes_boite_oeuf | La Truchère_tourbière | Piège 2 - boisement feuillus - Sauvagney | Comolle 2 | Varennes 1 | Varennes 2 | Montmain 1 | Montmain 2 | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Bure - sans-oeuf | Bure - Oeuf | Mesves_IDB1 | Mesves_IDB2 | Maire 1 | Maire 2 | Vernay 2 | Solanetta_rnn_mantet,248887,248887,"Peribatodes rhomboidaria (Denis & Schiffermüller, 1775)","Peribatodes rhomboidaria (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248887
Peribatodes secundaria,Peribatodes secundaria,Peribatodes secundaria,Peribatodes,Geometridae,Ennominae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000011419,EBMSM0000000011419,457651,5,3,396584 | 397629 | 397630,Montmain 1 | Maire 1 | Maire 2,248893,248893,"Peribatodes secundaria (Denis & Schiffermüller, 1775)","Peribatodes secundaria (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248893
Perigune convergata,Perigune convergata,Perigune convergata,Perigune,Geometridae,Ennominae,Species,"(DE VILLERS, 1789)",EBMSM0000000011083,EBMSM0000000011083,457315,1,1,395764,Voutenay_Thalsansoeufs02,826532,826532,"Perigune convergata (Villers, 1789)","Perigune convergata (Villers, 1789)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/826532
Perigune narbonea,Perigune narbonea,Perigune narbonea,Perigune,Geometridae,Ennominae,Species,"(LINNAEUS, 1767)",EBMSM0000000011084,EBMSM0000000011084,457316,1,1,395764,Voutenay_Thalsansoeufs02,826521,826521,"Perigune narbonea (Linnaeus, 1767)","Perigune narbonea (Linnaeus, 1767)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/826521
Perizoma affinitata,Perizoma affinitata,Perizoma affinitata,Perizoma,Geometridae,Larentiinae,Species,"(STEPHENS, 1831)",EBMSM0000000012287,EBMSM0000000012287,458519,2,2,396020 | 396022,Remoray forêt1 vide | Remoray forêt2 oeufs,248731,248731,"Perizoma affinitata (Stephens, 1831)","Perizoma affinitata (Stephens, 1831)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248731
Perizoma alchemillata,Perizoma alchemillata,Perizoma alchemillata,Perizoma,Geometridae,Larentiinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012289,EBMSM0000000012289,458521,3,3,396020 | 397629 | 397630,Remoray forêt1 vide | Maire 1 | Maire 2,248732,248732,"Perizoma alchemillata (Linnaeus, 1758)","Perizoma alchemillata (Linnaeus, 1758)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248732
Perizoma blandiata,Perizoma blandiata,Perizoma blandiata,Perizoma,Geometridae,Larentiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012300,EBMSM0000000012300,458532,1,1,399051,Solanetta_rnn_mantet,248737,248737,"Perizoma blandiata (Denis & Schiffermüller, 1775)","Perizoma blandiata (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248737
Petrophora chlorosata,Petrophora chlorosata,Petrophora chlorosata,Petrophora,Geometridae,Ennominae,Species,"(SCOPOLI, 1763)",EBMSM0000000011080,EBMSM0000000011080,457312,8,5,395764 | 395878 | 395886 | 397629 | 397630,Voutenay_Thalsansoeufs02 | Piège 1 - boisement feuillus jeunes - Sauvagney | Comolle 2 | Maire 1 | Maire 2,248979,248979,"Petrophora chlorosata (Scopoli, 1763)","Petrophora chlorosata (Scopoli, 1763)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248979
Philereme transversata,Philereme transversata,Philereme transversata,Philereme,Geometridae,Larentiinae,Species,"(HUFNAGEL, 1767)",EBMSM0000000012158,EBMSM0000000012158,458390,3,3,395441 | 397620 | 397624,côte de Mancy (Lons-le-Saunier) | Mesves_IDB1 | Mesves_IDB2,248743,248743,"Philereme transversata (Hufnagel, 1767)","Philereme transversata (Hufnagel, 1767)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248743
Philereme vetulata,Philereme vetulata,Philereme vetulata,Philereme,Geometridae,Larentiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012156,EBMSM0000000012156,458388,4,4,395447 | 396414 | 396416 | 396712,Sur Mancy (Macornay) | Varennes 1 | Varennes 2 | Piège 2 - aulnaie - marais de Saône,248742,248742,"Philereme vetulata (Denis & Schiffermüller, 1775)","Philereme vetulata (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248742
Plagodis dolabraria,Plagodis dolabraria,Plagodis dolabraria,Plagodis,Geometridae,Ennominae,Species,"(LINNAEUS, 1767)",EBMSM0000000011093,EBMSM0000000011093,457325,5,3,395813 | 396584 | 396585,La Truchère_tourbière | Montmain 1 | Montmain 2,248977,248977,"Plagodis dolabraria (Linnaeus, 1767)","Plagodis dolabraria (Linnaeus, 1767)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248977
Plagodis pulveraria,Plagodis pulveraria,Plagodis pulveraria,Plagodis,Geometridae,Ennominae,Species,"(LINNAEUS, 1758)",EBMSM0000000011091,EBMSM0000000011091,457323,8,6,395812 | 395877 | 395878 | 396584 | 396714 | 396715,La Truchère_dunes_boite_oeuf | Piège 2 - boisement feuillus - Sauvagney | Piège 1 - boisement feuillus jeunes - Sauvagney | Montmain 1 | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney,248976,248976,"Plagodis pulveraria (Linnaeus, 1758)","Plagodis pulveraria (Linnaeus, 1758)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248976
Plemyria rubiginata,Plemyria rubiginata,Plemyria rubiginata,Plemyria,Geometridae,Larentiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012038,EBMSM0000000012038,458270,1,1,396800,Bure - Oeuf,248565,248565,"Plemyria rubiginata (Denis & Schiffermüller, 1775)","Plemyria rubiginata (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248565
Pseudoterpna pruinata,Pseudoterpna pruinata,Pseudoterpna pruinata,Pseudoterpna,Geometridae,Geometrinae,Species,"(HUFNAGEL, 1767)",EBMSM0000000011504,EBMSM0000000011504,457736,16,10,394742 | 395441 | 395447 | 395812 | 395885 | 396414 | 396416 | 397620 | 397630 | 397631,Vernay 1 | côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay) | La Truchère_dunes_boite_oeuf | Comolle 1 | Varennes 1 | Varennes 2 | Mesves_IDB1 | Maire 2 | Vernay 2,248824,248824,"Pseudoterpna pruinata (Hufnagel, 1767)","Pseudoterpna pruinata (Hufnagel, 1767)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248824
Rhodometra sacraria,Rhodometra sacraria,Rhodometra sacraria,Rhodometra,Geometridae,Sterrhinae,Species,"(LINNAEUS, 1767)",EBMSM0000000011842,EBMSM0000000011842,458074,3,2,395764 | 395768,Voutenay_Thalsansoeufs02 | ZA 2 vide,248484,248484,"Rhodometra sacraria (Linnaeus, 1767)","Rhodometra sacraria (Linnaeus, 1767)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248484
Rhodostrophia vibicaria,Rhodostrophia vibicaria,Rhodostrophia vibicaria,Rhodostrophia,Geometridae,Sterrhinae,Species,"(CLERCK, 1759)",EBMSM0000000011800,EBMSM0000000011800,458032,3,3,395441 | 395764 | 399051,côte de Mancy (Lons-le-Saunier) | Voutenay_Thalsansoeufs02 | Solanetta_rnn_mantet,248485,248485,"Rhodostrophia vibicaria (Clerck, 1759)","Rhodostrophia vibicaria (Clerck, 1759)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248485
Scopula floslactata,Scopula floslactata,Scopula floslactata,Scopula,Geometridae,Sterrhinae,Species,"(HAWORTH, [1809])",EBMSM0000000011772,EBMSM0000000011772,458004,1,1,395764,Voutenay_Thalsansoeufs02,248511,248511,"Scopula floslactata (Haworth, 1809)","Scopula floslactata (Haworth, 1809)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248511
Scopula immorata,Scopula immorata,Scopula immorata,Scopula,Geometridae,Sterrhinae,Species,"(LINNAEUS, 1758)",EBMSM0000000011724,EBMSM0000000011724,457956,1,1,399051,Solanetta_rnn_mantet,248491,248491,"Scopula immorata (Linnaeus, 1758)","Scopula immorata (Linnaeus, 1758)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248491
Scopula immutata,Scopula immutata,Scopula immutata,Scopula,Geometridae,Sterrhinae,Species,"(LINNAEUS, 1758)",EBMSM0000000011767,EBMSM0000000011767,457999,3,2,395441 | 395764,côte de Mancy (Lons-le-Saunier) | Voutenay_Thalsansoeufs02,248509,248509,"Scopula immutata (Linnaeus, 1758)","Scopula immutata (Linnaeus, 1758)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248509
Scopula marginepunctata,Scopula marginepunctata,Scopula marginepunctata,Scopula,Geometridae,Sterrhinae,Species,"(GOEZE, 1781)",EBMSM0000000011762,EBMSM0000000011762,457994,2,2,395764 | 397624,Voutenay_Thalsansoeufs02 | Mesves_IDB2,248506,248506,"Scopula marginepunctata (Goeze, 1781)","Scopula marginepunctata (Goeze, 1781)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248506
Scopula nigropunctata,Scopula nigropunctata,Scopula nigropunctata,Scopula,Geometridae,Sterrhinae,Species,"(HUFNAGEL, 1767)",EBMSM0000000011736,EBMSM0000000011736,457968,4,4,395725 | 396712 | 396714 | 396715,Voutenay_ThalOeufs | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney,248497,248497,"Scopula nigropunctata (Hufnagel, 1767)","Scopula nigropunctata (Hufnagel, 1767)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248497
Scopula ornata,Scopula ornata,Scopula ornata,Scopula,Geometridae,Sterrhinae,Species,"(SCOPOLI, 1763)",EBMSM0000000011740,EBMSM0000000011740,457972,3,3,395441 | 395764 | 397624,côte de Mancy (Lons-le-Saunier) | Voutenay_Thalsansoeufs02 | Mesves_IDB2,248499,248499,"Scopula ornata (Scopoli, 1763)","Scopula ornata (Scopoli, 1763)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248499
Scopula rubiginata,Scopula rubiginata,Scopula rubiginata,Scopula,Geometridae,Sterrhinae,Species,"(HUFNAGEL, 1767)",EBMSM0000000011751,EBMSM0000000011751,457983,4,4,395885 | 395886 | 396414 | 396714,Comolle 1 | Comolle 2 | Varennes 1 | Piège 1 - boisement feuillus jeunes - Sauvagney,248503,248503,"Scopula rubiginata (Hufnagel, 1767)","Scopula rubiginata (Hufnagel, 1767)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248503
Scotopteryx,Scotopteryx,Scotopteryx,Scotopteryx,Geometridae,Larentiinae,Genus,,EBMSM0000000001838,EBMSM0000000001838,448070,1,1,399051,Solanetta_rnn_mantet,210519,210519,"Scotopteryx Hübner, 1825","Scotopteryx Hübner, 1825",genus,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/210519
Scotopteryx bipunctaria,Scotopteryx bipunctaria,Scotopteryx bipunctaria,Scotopteryx,Geometridae,Larentiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000011871,EBMSM0000000011871,458103,1,1,399051,Solanetta_rnn_mantet,248801,248801,"Scotopteryx bipunctaria (Denis & Schiffermüller, 1775)","Scotopteryx bipunctaria (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248801
Scotopteryx luridata,Scotopteryx luridata,Scotopteryx luridata,Scotopteryx,Geometridae,Larentiinae,Species,"(HUFNAGEL, 1767)",EBMSM0000000011866,EBMSM0000000011866,458098,3,2,395441 | 395725,côte de Mancy (Lons-le-Saunier) | Voutenay_ThalOeufs,248798,248798,"Scotopteryx luridata (Hufnagel, 1767)","Scotopteryx luridata (Hufnagel, 1767)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248798
Selenia dentaria,Selenia dentaria,Selenia dentaria,Selenia,Geometridae,Ennominae,Species,"(FABRICIUS, 1775)",EBMSM0000000011129,EBMSM0000000011129,457361,8,7,395812 | 395877 | 396020 | 396584 | 396585 | 397624 | 397629,La Truchère_dunes_boite_oeuf | Piège 2 - boisement feuillus - Sauvagney | Remoray forêt1 vide | Montmain 1 | Montmain 2 | Mesves_IDB2 | Maire 1,248924,248924,"Selenia dentaria (Fabricius, 1775)","Selenia dentaria (Fabricius, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248924
Selenia lunularia,Selenia lunularia,Selenia lunularia,Selenia,Geometridae,Ennominae,Species,"(HÜBNER, 1788)",EBMSM0000000011131,EBMSM0000000011131,457363,3,3,395441 | 396800 | 397624,côte de Mancy (Lons-le-Saunier) | Bure - Oeuf | Mesves_IDB2,248925,248925,"Selenia lunularia (Hübner, 1788)","Selenia lunularia (Hübner, 1788)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248925
Selenia tetralunaria,Selenia tetralunaria,Selenia tetralunaria,Selenia,Geometridae,Ennominae,Species,"(HUFNAGEL, 1767)",EBMSM0000000011133,EBMSM0000000011133,457365,9,6,395877 | 396584 | 396585 | 396712 | 396714 | 397630,Piège 2 - boisement feuillus - Sauvagney | Montmain 1 | Montmain 2 | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Maire 2,248926,248926,"Selenia tetralunaria (Hufnagel, 1767)","Selenia tetralunaria (Hufnagel, 1767)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248926
Selidosema taeniolaria,Selidosema taeniolaria,Selidosema taeniolaria,Selidosema,Geometridae,Ennominae,Species,"(HÜBNER, [1813])",EBMSM0000000011429,EBMSM0000000011429,457661,1,1,399051,Solanetta_rnn_mantet,248886,248886,"Selidosema taeniolaria (Hübner, 1813)","Selidosema taeniolaria (Hübner, 1813)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248886
Siona lineata,Siona lineata,Siona lineata,Siona,Geometridae,Ennominae,Species,"(SCOPOLI, 1763)",EBMSM0000000011276,EBMSM0000000011276,457508,4,4,396795 | 396800 | 397620 | 399055,Bure - sans-oeuf | Bure - Oeuf | Mesves_IDB1 | Sous_col_mantet,248939,248939,"Siona lineata (Scopoli, 1763)","Siona lineata (Scopoli, 1763)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248939
Stegania trimaculata,Stegania trimaculata,Stegania trimaculata,Stegania,Geometridae,Ennominae,Species,"(DE VILLERS, 1789)",EBMSM0000000011014,EBMSM0000000011014,457246,12,4,395813 | 396715 | 397620 | 397624,La Truchère_tourbière | Piège 2 - boisement feuillus - Sauvagney | Mesves_IDB1 | Mesves_IDB2,248921,248921,"Stegania trimaculata (Villers, 1789)","Stegania trimaculata (Villers, 1789)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248921
Thalera fimbrialis,Thalera fimbrialis,Thalera fimbrialis,Thalera,Geometridae,Geometrinae,Species,"(SCOPOLI, 1763)",EBMSM0000000011538,EBMSM0000000011538,457770,3,3,396795 | 396800 | 397624,Bure - sans-oeuf | Bure - Oeuf | Mesves_IDB2,248828,248828,"Thalera fimbrialis (Scopoli, 1763)","Thalera fimbrialis (Scopoli, 1763)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248828
Thera,Thera,Thera,Thera,Geometridae,Larentiinae,Genus,,EBMSM0000000001865,EBMSM0000000001865,448097,2,2,397629 | 399055,Maire 1 | Sous_col_mantet,210456,210456,"Thera Stephens, 1831","Thera Stephens, 1831",genus,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/210456
Thera britannica,Thera britannica,Thera britannica,Thera,Geometridae,Larentiinae,Species,"(TURNER, 1925)",EBMSM0000000012026,EBMSM0000000012026,458258,1,1,397629,Maire 1,248560,248560,"Thera britannica (Turner, 1925)","Thera britannica (Turner, 1925)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248560
Thera cognata,Thera cognata,Thera cognata,Thera,Geometridae,Larentiinae,Species,"(THUNBERG & SEBALDT, 1792)",EBMSM0000000012022,EBMSM0000000012022,458254,1,1,399051,Solanetta_rnn_mantet,248558,248558,"Thera cognata (Thunberg & Sebaldt, 1792)","Thera cognata (Thunberg & Sebaldt, 1792)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248558
Thera obeliscata,Thera obeliscata,Thera obeliscata,Thera,Geometridae,Larentiinae,Species,"(HÜBNER, 1787)",EBMSM0000000012032,EBMSM0000000012032,458264,4,4,394742 | 395441 | 397629 | 399055,Vernay 1 | côte de Mancy (Lons-le-Saunier) | Maire 1 | Sous_col_mantet,248562,248562,"Thera obeliscata (Hübner, 1787)","Thera obeliscata (Hübner, 1787)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248562
Thera variata,Thera variata,Thera variata,Thera,Geometridae,Larentiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012024,EBMSM0000000012024,458256,6,5,396584 | 397629 | 397630 | 397631 | 399055,Montmain 1 | Maire 1 | Maire 2 | Vernay 2 | Sous_col_mantet,248559,248559,"Thera variata (Denis & Schiffermüller, 1775)","Thera variata (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248559
Timandra comae,Timandra comae,Timandra comae,Timandra,Geometridae,Sterrhinae,Species,"A. SCHMIDT, 1931",EBMSM0000000011811,EBMSM0000000011811,458043,2,2,396712 | 396715,Piège 2 - aulnaie - marais de Saône | Piège 2 - boisement feuillus - Sauvagney,248516,248516,"Timandra comae Schmidt, 1931","Timandra comae Schmidt, 1931",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248516
Trichopteryx carpinata,Trichopteryx carpinata,Trichopteryx carpinata,Trichopteryx,Geometridae,Larentiinae,Species,"(BORKHAUSEN, 1794)",EBMSM0000000012277,EBMSM0000000012277,458509,2,2,395767 | 396022,ZA 1 Oeufs | Remoray forêt2 oeufs,248763,248763,"Trichopteryx carpinata (Borkhausen, 1794)","Trichopteryx carpinata (Borkhausen, 1794)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248763
Trichopteryx polycommata,Trichopteryx polycommata,Trichopteryx polycommata,Trichopteryx,Geometridae,Larentiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012275,EBMSM0000000012275,458507,2,2,396020 | 396022,Remoray forêt1 vide | Remoray forêt2 oeufs,248762,248762,"Trichopteryx polycommata (Denis & Schiffermüller, 1775)","Trichopteryx polycommata (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248762
Triphosa dubitata,Triphosa dubitata,Triphosa dubitata,Triphosa,Geometridae,Larentiinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012175,EBMSM0000000012175,458407,6,6,395441 | 395813 | 395885 | 397624 | 397630 | 399051,côte de Mancy (Lons-le-Saunier) | La Truchère_tourbière | Comolle 1 | Mesves_IDB2 | Maire 2 | Solanetta_rnn_mantet,248745,248745,"Triphosa dubitata (Linnaeus, 1758)","Triphosa dubitata (Linnaeus, 1758)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248745
Xanthorhoe designata,Xanthorhoe designata,Xanthorhoe designata,Xanthorhoe,Geometridae,Larentiinae,Species,"(HUFNAGEL, 1767)",EBMSM0000000011915,EBMSM0000000011915,458147,1,1,396714,Piège 1 - boisement feuillus jeunes - Sauvagney,248790,248790,"Xanthorhoe designata (Hufnagel, 1767)","Xanthorhoe designata (Hufnagel, 1767)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248790
Xanthorhoe ferrugata,Xanthorhoe ferrugata,Xanthorhoe ferrugata,Xanthorhoe,Geometridae,Larentiinae,Species,"(CLERCK, 1759)",EBMSM0000000011912,EBMSM0000000011912,458144,2,2,395764 | 396710,Voutenay_Thalsansoeufs02 | Piège 1 - cariçaie - marais de Saône,248789,248789,"Xanthorhoe ferrugata (Clerck, 1759)","Xanthorhoe ferrugata (Clerck, 1759)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248789
Xanthorhoe montanata,Xanthorhoe montanata,Xanthorhoe montanata,Xanthorhoe,Geometridae,Larentiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000011917,EBMSM0000000011917,458149,4,4,395767 | 395768 | 396020 | 399051,ZA 1 Oeufs | ZA 2 vide | Remoray forêt1 vide | Solanetta_rnn_mantet,248791,248791,"Xanthorhoe montanata (Denis & Schiffermüller, 1775)","Xanthorhoe montanata (Denis & Schiffermüller, 1775)",species,Geometridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248791
Korscheltellus lupulina,Korscheltellus lupulina,Korscheltellus lupulina,Korscheltellus,Hepialidae,,Species,"(LINNAEUS, 1758)",EBMSM0000000002451,EBMSM0000000002451,448683,4,4,395878 | 396414 | 396416 | 397631,Piège 1 - boisement feuillus jeunes - Sauvagney | Varennes 1 | Varennes 2 | Vernay 2,54540,54540,"Korscheltellus lupulinus (Linnaeus, 1758)","Korscheltellus lupulinus (Linnaeus, 1758)",species,Hepialidae,Lepidoptera,Accepted,,Fuzzy,,https://inpn.mnhn.fr/espece/cd_nom/54540
Phymatopus hecta,Phymatopus hecta,Phymatopus hecta,Phymatopus,Hepialidae,,Species,"(LINNAEUS, 1758)",EBMSM0000000002461,EBMSM0000000002461,448693,2,2,395764 | 396584,Voutenay_Thalsansoeufs02 | Montmain 1,245166,245166,"Phymatopus hecta (Linnaeus, 1758)","Phymatopus hecta (Linnaeus, 1758)",species,Hepialidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/245166
