accepted_name,taxon_name,reported_names,genus,family,subfamily,taxon_rank,accepted_name_authorship,taxon_id,accepted_taxon_id,taxa_taxon_list_id,occurrence_count,location_count,location_ids,location_names,cd_nom,cd_ref,taxref_scientific_name,taxref_accepted_name,taxref_rank,taxref_family,taxref_order,taxref_status,taxref_vernacular_fr,taxref_match_type,taxref_match_note,inpn_url
Trachea atriplicis,Trachea atriplicis,Trachea atriplicis,Trachea,Noctuidae,Xyleninae,Species,"(LINNAEUS, 1758)",EBMSM0000000013807,EBMSM0000000013807,460039,9,8,394742 | 395813 | 395877 | 395886 | 396712 | 396714 | 396715 | 397630,Vernay 1 | La Truchère_tourbière | Piège 2 - boisement feuillus - Sauvagney | Comolle 2 | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Maire 2,249502,249502,"Trachea atriplicis (Linnaeus, 1758)","Trachea atriplicis (Linnaeus, 1758)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249502
Tyta luctuosa,Tyta luctuosa,Tyta luctuosa,Tyta,Noctuidae,Metoponiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000013415,EBMSM0000000013415,459647,3,2,395725 | 396414,Voutenay_ThalOeufs | Varennes 1,249115,249115,"Tyta luctuosa (Denis & Schiffermüller, 1775)","Tyta luctuosa (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249115
Xanthia icteritia,Xanthia icteritia,Xanthia icteritia,Xanthia,Noctuidae,Xyleninae,Species,"(HUFNAGEL, 1766)",EBMSM0000000013885,EBMSM0000000013885,460117,1,1,396795,Bure - sans-oeuf,249586,810102,"Xanthia icteritia (Hufnagel, 1766)","Cirrhia icteritia (Hufnagel, 1766)",species,Noctuidae,Lepidoptera,Synonym,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249586
Xanthia ocellaris,Xanthia ocellaris,Xanthia ocellaris,Xanthia,Noctuidae,Xyleninae,Species,"(BORKHAUSEN, 1792)",EBMSM0000000013889,EBMSM0000000013889,460121,1,1,397620,Mesves_IDB1,249588,770393,"Xanthia ocellaris (Borkhausen, 1792)","Cirrhia ocellaris (Borkhausen, 1792)",species,Noctuidae,Lepidoptera,Synonym,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249588
Xestia baja,Xestia baja,Xestia baja,Xestia,Noctuidae,Noctuinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014978,EBMSM0000000014978,461210,5,5,394742 | 396585 | 396710 | 396795 | 396800,Vernay 1 | Montmain 2 | Piège 1 - cariçaie - marais de Saône | Bure - sans-oeuf | Bure - Oeuf,249223,249223,"Xestia baja (Denis & Schiffermüller, 1775)","Xestia baja (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249223
Xestia c-nigrum,Xestia c-nigrum,Xestia c-nigrum,Xestia,Noctuidae,Noctuinae,Species,"(LINNAEUS, 1758)",EBMSM0000000014968,EBMSM0000000014968,461200,26,21,394742 | 395441 | 395447 | 395725 | 395764 | 395812 | 395877 | 395885 | 395886 | 396416 | 396584 | 396585 | 396710 | 396712 | 396714 | 396715 | 396800 | 397629 | 397630 | 397631 | 399055,Vernay 1 | côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | La Truchère_dunes_boite_oeuf | Piège 2 - boisement feuillus - Sauvagney | Comolle 1 | Comolle 2 | Varennes 2 | Montmain 1 | Montmain 2 | Piège 1 - cariçaie - marais de Saône | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Bure - Oeuf | Maire 1 | Maire 2 | Vernay 2 | Sous_col_mantet,249219,249219,"Xestia c-nigrum (Linnaeus, 1758)","Xestia c-nigrum (Linnaeus, 1758)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249219
Xestia sexstrigata,Xestia sexstrigata,Xestia sexstrigata,Xestia,Noctuidae,Noctuinae,Species,"(HAWORTH, [1809])",EBMSM0000000014999,EBMSM0000000014999,461231,1,1,394742,Vernay 1,249228,249228,"Xestia sexstrigata (Haworth, 1809)","Xestia sexstrigata (Haworth, 1809)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249228
Xestia stigmatica,Xestia stigmatica,Xestia stigmatica,Xestia,Noctuidae,Noctuinae,Species,"(HÜBNER, [1813])",EBMSM0000000014981,EBMSM0000000014981,461213,2,2,394742 | 396584,Vernay 1 | Montmain 1,249224,249224,"Xestia stigmatica (Hübner, 1813)","Xestia stigmatica (Hübner, 1813)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249224
Xestia triangulum,Xestia triangulum,Xestia triangulum,Xestia,Noctuidae,Noctuinae,Species,"(HUFNAGEL, 1766)",EBMSM0000000014972,EBMSM0000000014972,461204,2,2,397629 | 399051,Maire 1 | Solanetta_rnn_mantet,249221,249221,"Xestia triangulum (Hufnagel, 1766)","Xestia triangulum (Hufnagel, 1766)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249221
Xestia xanthographa,Xestia xanthographa,Xestia xanthographa,Xestia,Noctuidae,Noctuinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014994,EBMSM0000000014994,461226,3,3,395441 | 396795 | 397620,côte de Mancy (Lons-le-Saunier) | Bure - sans-oeuf | Mesves_IDB1,249229,249229,"Xestia xanthographa (Denis & Schiffermüller, 1775)","Xestia xanthographa (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249229
Meganola albula,Meganola albula,Meganola albula,Meganola,Nolidae,Nolinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000013155,EBMSM0000000013155,459387,1,1,396710,Piège 1 - cariçaie - marais de Saône,249842,249842,"Meganola albula (Denis & Schiffermüller, 1775)","Meganola albula (Denis & Schiffermüller, 1775)",species,Nolidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249842
Nycteola revayana,Nycteola revayana,Nycteola revayana,Nycteola,Nolidae,Chloephorinae,Species,"(SCOPOLI, 1772)",EBMSM0000000013200,EBMSM0000000013200,459432,3,3,395725 | 397620 | 397630,Voutenay_ThalOeufs | Mesves_IDB1 | Maire 2,249848,249848,"Nycteola revayana (Scopoli, 1772)","Nycteola revayana (Scopoli, 1772)",species,Nolidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249848
Clostera anachoreta,Clostera anachoreta,Clostera anachoreta,Clostera,Notodontidae,Pygaerinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012557,EBMSM0000000012557,458789,3,2,396712 | 396715,Piège 2 - aulnaie - marais de Saône | Piège 2 - boisement feuillus - Sauvagney,54659,54659,"Clostera anachoreta (Denis & Schiffermüller, 1775)","Clostera anachoreta (Denis & Schiffermüller, 1775)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54659
Clostera curtula,Clostera curtula,Clostera curtula,Clostera,Notodontidae,Pygaerinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012553,EBMSM0000000012553,458785,3,3,394742 | 396416 | 397631,Vernay 1 | Varennes 2 | Vernay 2,54657,54657,"Clostera curtula (Linnaeus, 1758)","Clostera curtula (Linnaeus, 1758)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54657
Drymonia dodonaea,Drymonia dodonaea,Drymonia dodonaea,Drymonia,Notodontidae,Notodontinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012569,EBMSM0000000012569,458801,6,5,395813 | 395877 | 395878 | 396022 | 396585,La Truchère_tourbière | Piège 2 - boisement feuillus - Sauvagney | Piège 1 - boisement feuillus jeunes - Sauvagney | Remoray forêt2 oeufs | Montmain 2,54589,54589,"Drymonia dodonaea (Denis & Schiffermüller, 1775)","Drymonia dodonaea (Denis & Schiffermüller, 1775)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54589
Drymonia obliterata,Drymonia obliterata,Drymonia obliterata,Drymonia,Notodontidae,Notodontinae,Species,"(ESPER, [1785])",EBMSM0000000012573,EBMSM0000000012573,458805,12,10,395812 | 395877 | 396020 | 396584 | 396585 | 396712 | 396714 | 396715 | 396795 | 397630,La Truchère_dunes_boite_oeuf | Piège 2 - boisement feuillus - Sauvagney | Remoray forêt1 vide | Montmain 1 | Montmain 2 | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Bure - sans-oeuf | Maire 2,249025,249025,"Drymonia obliterata (Esper, 1785)","Drymonia obliterata (Esper, 1785)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249025
Drymonia querna,Drymonia querna,Drymonia querna,Drymonia,Notodontidae,Notodontinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012575,EBMSM0000000012575,458807,1,1,395885,Comolle 1,54595,54595,"Drymonia querna (Denis & Schiffermüller, 1775)","Drymonia querna (Denis & Schiffermüller, 1775)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54595
Furcula bicuspis,Furcula bicuspis,Furcula bicuspis,Furcula,Notodontidae,Notodontinae,Species,"(BORKHAUSEN, 1790)",EBMSM0000000012613,EBMSM0000000012613,458845,2,2,394742 | 396712,Vernay 1 | Piège 2 - aulnaie - marais de Saône,249028,249028,"Furcula bicuspis (Borkhausen, 1790)","Furcula bicuspis (Borkhausen, 1790)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249028
Gluphisia crenata,Gluphisia crenata,Gluphisia crenata,Gluphisia,Notodontidae,Notodontinae,Species,"(ESPER, [1785])",EBMSM0000000012601,EBMSM0000000012601,458833,1,1,397624,Mesves_IDB2,54650,54650,"Gluphisia crenata (Esper, 1785)","Gluphisia crenata (Esper, 1785)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54650
Harpyia milhauseri,Harpyia milhauseri,Harpyia milhauseri,Harpyia,Notodontidae,Heterocampinae,Species,"(FABRICIUS, 1775)",EBMSM0000000012633,EBMSM0000000012633,458865,2,1,395764,Voutenay_Thalsansoeufs02,249030,249030,"Harpyia milhauseri (Fabricius, 1775)","Harpyia milhauseri (Fabricius, 1775)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249030
Notodonta dromedarius,Notodonta dromedarius,Notodonta dromedarius,Notodonta,Notodontidae,Notodontinae,Species,"(LINNAEUS, 1767)",EBMSM0000000012561,EBMSM0000000012561,458793,4,3,396585 | 396712 | 397629,Montmain 2 | Piège 2 - aulnaie - marais de Saône | Maire 1,54578,54578,"Notodonta dromedarius (Linnaeus, 1767)","Notodonta dromedarius (Linnaeus, 1767)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54578
Notodonta ziczac,Notodonta ziczac,Notodonta ziczac,Notodonta,Notodontidae,Notodontinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012567,EBMSM0000000012567,458799,2,2,396712 | 397624,Piège 2 - aulnaie - marais de Saône | Mesves_IDB2,249024,249024,"Notodonta ziczac (Linnaeus, 1758)","Notodonta ziczac (Linnaeus, 1758)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249024
Peridea anceps,Peridea anceps,Peridea anceps,Peridea,Notodontidae,Phalerinae,Species,"(GOEZE, 1781)",EBMSM0000000012628,EBMSM0000000012628,458860,3,3,395813 | 395877 | 396584,La Truchère_tourbière | Piège 2 - boisement feuillus - Sauvagney | Montmain 1,54573,54573,"Peridea anceps (Goeze, 1781)","Peridea anceps (Goeze, 1781)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54573
Phalera bucephala,Phalera bucephala,Phalera bucephala,Phalera,Notodontidae,Phalerinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012624,EBMSM0000000012624,458856,14,13,395768 | 395812 | 395813 | 395885 | 396584 | 396585 | 396712 | 396714 | 396715 | 397624 | 397629 | 397630 | 397631,ZA 2 vide | La Truchère_dunes_boite_oeuf | La Truchère_tourbière | Comolle 1 | Montmain 1 | Montmain 2 | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Mesves_IDB2 | Maire 1 | Maire 2 | Vernay 2,54548,54548,"Phalera bucephala (Linnaeus, 1758)","Phalera bucephala (Linnaeus, 1758)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54548
Pheosia gnoma,Pheosia gnoma,Pheosia gnoma,Pheosia,Notodontidae,Notodontinae,Species,"(FABRICIUS, [1777])",EBMSM0000000012581,EBMSM0000000012581,458813,12,9,394742 | 395813 | 396584 | 396585 | 396712 | 397629 | 397630 | 397631 | 399055,Vernay 1 | La Truchère_tourbière | Montmain 1 | Montmain 2 | Piège 2 - aulnaie - marais de Saône | Maire 1 | Maire 2 | Vernay 2 | Sous_col_mantet,54617,54617,"Pheosia gnoma (Fabricius, 1777)","Pheosia gnoma (Fabricius, 1777)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54617
Pheosia tremula,Pheosia tremula,Pheosia tremula,Pheosia,Notodontidae,Notodontinae,Species,"(CLERCK, 1759)",EBMSM0000000012579,EBMSM0000000012579,458811,21,14,394742 | 395447 | 395877 | 395885 | 396414 | 396584 | 396585 | 396710 | 396714 | 396795 | 396800 | 397620 | 397624 | 397631,Vernay 1 | Sur Mancy (Macornay) | Piège 2 - boisement feuillus - Sauvagney | Comolle 1 | Varennes 1 | Montmain 1 | Montmain 2 | Piège 1 - cariçaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Bure - sans-oeuf | Bure - Oeuf | Mesves_IDB1 | Mesves_IDB2 | Vernay 2,54614,54614,"Pheosia tremula (Clerck, 1759)","Pheosia tremula (Clerck, 1759)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54614
Pterostoma palpina,Pterostoma palpina,Pterostoma palpina,Pterostoma,Notodontidae,Notodontinae,Species,"(CLERCK, 1759)",EBMSM0000000012584,EBMSM0000000012584,458816,10,6,394742 | 395767 | 396710 | 396712 | 397620 | 397624,Vernay 1 | ZA 1 Oeufs | Piège 1 - cariçaie - marais de Saône | Piège 2 - aulnaie - marais de Saône | Mesves_IDB1 | Mesves_IDB2,54625,54625,"Pterostoma palpina (Clerck, 1759)","Pterostoma palpina (Clerck, 1759)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54625
Ptilodon capucina,Ptilodon capucina,Ptilodon capucina,Ptilodon,Notodontidae,Notodontinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012592,EBMSM0000000012592,458824,17,10,394742 | 395877 | 395878 | 396022 | 396584 | 396585 | 396712 | 396714 | 397629 | 397630,Vernay 1 | Piège 2 - boisement feuillus - Sauvagney | Piège 1 - boisement feuillus jeunes - Sauvagney | Remoray forêt2 oeufs | Montmain 1 | Montmain 2 | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Maire 1 | Maire 2,54628,54628,"Ptilodon capucina (Linnaeus, 1758)","Ptilodon capucina (Linnaeus, 1758)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54628
Ptilodon cucullina,Ptilodon cucullina,Ptilodon cucullina,Ptilodon,Notodontidae,Notodontinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012594,EBMSM0000000012594,458826,1,1,396795,Bure - sans-oeuf,249022,249022,"Ptilodon cucullina (Denis & Schiffermüller, 1775)","Ptilodon cucullina (Denis & Schiffermüller, 1775)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249022
Stauropus fagi,Stauropus fagi,Stauropus fagi,Stauropus,Notodontidae,Heterocampinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012631,EBMSM0000000012631,458863,8,7,395764 | 395877 | 395886 | 396022 | 396584 | 396712 | 396714,Voutenay_Thalsansoeufs02 | Piège 2 - boisement feuillus - Sauvagney | Comolle 2 | Remoray forêt2 oeufs | Montmain 1 | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney,54570,54570,"Stauropus fagi (Linnaeus, 1758)","Stauropus fagi (Linnaeus, 1758)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54570
Thaumetopoea,Thaumetopoea,Thaumetopoea,Thaumetopoea,Notodontidae,Thaumetopoeinae,Genus,,EBMSM0000000001927,EBMSM0000000001927,448159,1,1,399051,Solanetta_rnn_mantet,198370,198370,"Thaumetopoea Hübner, 1820","Thaumetopoea Hübner, 1820",genus,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/198370
Thaumetopoea pityocampa,Thaumetopoea pityocampa,Thaumetopoea pityocampa,Thaumetopoea,Notodontidae,Thaumetopoeinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000012544,EBMSM0000000012544,458776,2,1,399051,Solanetta_rnn_mantet,54674,54674,"Thaumetopoea pityocampa (Denis & Schiffermüller, 1775)","Thaumetopoea pityocampa (Denis & Schiffermüller, 1775)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54674
Thaumetopoea processionea,Thaumetopoea processionea,Thaumetopoea processionea,Thaumetopoea,Notodontidae,Thaumetopoeinae,Species,"(LINNAEUS, 1758)",EBMSM0000000012541,EBMSM0000000012541,458773,12,8,395447 | 395812 | 396584 | 396714 | 396800 | 397620 | 397624 | 399051,Sur Mancy (Macornay) | La Truchère_dunes_boite_oeuf | Montmain 1 | Piège 1 - boisement feuillus jeunes - Sauvagney | Bure - Oeuf | Mesves_IDB1 | Mesves_IDB2 | Solanetta_rnn_mantet,54671,54671,"Thaumetopoea processionea (Linnaeus, 1758)","Thaumetopoea processionea (Linnaeus, 1758)",species,Notodontidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54671
Carcina quercana,Carcina quercana,Carcina quercana,Carcina,Oecophoridae,Oecophorinae,Species,"(FABRICIUS, 1775)",EBMSM0000000004603,EBMSM0000000004603,450835,1,1,396800,Bure - Oeuf,246214,246214,"Carcina quercana (Fabricius, 1775)","Carcina quercana (Fabricius, 1775)",species,Depressariidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/246214
Harpella forficella,Harpella forficella,Harpella forficella,Harpella,Oecophoridae,Oecophorinae,Species,"(SCOPOLI, 1763)",EBMSM0000000004599,EBMSM0000000004599,450831,3,3,395812 | 395878 | 396022,La Truchère_dunes_boite_oeuf | Piège 1 - boisement feuillus jeunes - Sauvagney | Remoray forêt2 oeufs,246173,246173,"Harpella forficella (Scopoli, 1763)","Harpella forficella (Scopoli, 1763)",species,Oecophoridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/246173
Metalampra italica,Metalampra italica,Metalampra italica,Metalampra,Oecophoridae,Oecophorinae,Species,"BALDIZZONE, 1977",EBMSM0000000004549,EBMSM0000000004549,450781,1,1,395764,Voutenay_Thalsansoeufs02,341841,341841,"Metalampra italica Baldizzone, 1977","Metalampra italica Baldizzone, 1977",species,Oecophoridae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/341841
Opostega salaciella,Opostega salaciella,Opostega salaciella,Opostega,Opostegidae,Oposteginae,Species,"(TREITSCHKE, 1833)",EBMSM0000000002768,EBMSM0000000002768,449000,1,1,395813,La Truchère_tourbière,245311,245311,"Opostega salaciella (Treitschke, 1833)","Opostega salaciella (Treitschke, 1833)",species,Opostegidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/245311
Plutella xylostella,Plutella xylostella,Plutella xylostella,Plutella,Plutellidae,,Species,"(LINNAEUS, 1758)",EBMSM0000000004090,EBMSM0000000004090,450322,2,2,397620 | 397624,Mesves_IDB1 | Mesves_IDB2,245818,245818,"Plutella xylostella (Linnaeus, 1758)","Plutella xylostella (Linnaeus, 1758)",species,Plutellidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/245818
Acrobasis advenella,Acrobasis advenella,Acrobasis advenella,Acrobasis,Pyralidae,Phycitinae,Species,"(ZINCKEN, 1818)",EBMSM0000000009984,EBMSM0000000009984,456216,4,3,395441 | 395764 | 395878,côte de Mancy (Lons-le-Saunier) | Voutenay_Thalsansoeufs02 | Piège 1 - boisement feuillus jeunes - Sauvagney,721723,721723,"Acrobasis advenella (Zincken, 1818)","Acrobasis advenella (Zincken, 1818)",species,Pyralidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/721723
Acrobasis consociella,Acrobasis consociella,Acrobasis consociella,Acrobasis,Pyralidae,Phycitinae,Species,"(HÜBNER, [1813])",EBMSM0000000009979,EBMSM0000000009979,456211,6,3,395725 | 395764 | 397620,Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | Mesves_IDB1,247967,247967,"Acrobasis consociella (Hübner, 1813)","Acrobasis consociella (Hübner, 1813)",species,Pyralidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/247967
Acrobasis suavella,Acrobasis suavella,Acrobasis suavella,Acrobasis,Pyralidae,Phycitinae,Species,"(ZINCKEN, 1818)",EBMSM0000000009985,EBMSM0000000009985,456217,3,3,395725 | 395764 | 397624,Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | Mesves_IDB2,813611,813611,"Acrobasis suavella (Zincken, 1818)","Acrobasis suavella (Zincken, 1818)",species,Pyralidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/813611
Acrobasis tumidana,Acrobasis tumidana,Acrobasis tumidana,Acrobasis,Pyralidae,Phycitinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000009972,EBMSM0000000009972,456204,3,3,395447 | 395725 | 395764,Sur Mancy (Macornay) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02,789478,789478,"Acrobasis tumidana (Denis & Schiffermüller, 1775)","Acrobasis tumidana (Denis & Schiffermüller, 1775)",species,Pyralidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/789478
Ancylosis cinnamomella,Ancylosis cinnamomella,Ancylosis cinnamomella,Ancylosis,Pyralidae,Phycitinae,Species,"(DUPONCHEL, 1836)",EBMSM0000000010068,EBMSM0000000010068,456300,2,2,395764 | 399051,Voutenay_Thalsansoeufs02 | Solanetta_rnn_mantet,247907,247907,"Ancylosis cinnamomella (Duponchel, 1836)","Ancylosis cinnamomella (Duponchel, 1836)",species,Pyralidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/247907
Ancylosis oblitella,Ancylosis oblitella,Ancylosis oblitella,Ancylosis,Pyralidae,Phycitinae,Species,"(ZELLER, 1848)",EBMSM0000000010099,EBMSM0000000010099,456331,1,1,399051,Solanetta_rnn_mantet,247911,247911,"Ancylosis oblitella (Zeller, 1848)","Ancylosis oblitella (Zeller, 1848)",species,Pyralidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/247911
Anerastia lotella,Anerastia lotella,Anerastia lotella,Anerastia,Pyralidae,Phycitinae,Species,"(HÜBNER, [1813])",EBMSM0000000010180,EBMSM0000000010180,456412,1,1,395764,Voutenay_Thalsansoeufs02,248052,248052,"Anerastia lotella (Hübner, 1813)","Anerastia lotella (Hübner, 1813)",species,Pyralidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248052
Aphomia sociella,Aphomia sociella,Aphomia sociella,Aphomia,Pyralidae,Galleriinae,Species,"(LINNAEUS, 1758)",EBMSM0000000009753,EBMSM0000000009753,455985,2,2,396795 | 397620,Bure - sans-oeuf | Mesves_IDB1,248083,248083,"Aphomia sociella (Linnaeus, 1758)","Aphomia sociella (Linnaeus, 1758)",species,Pyralidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248083
